0.000000000000000000e+00,-3.809863897566957425e-01,-1.977913662612048040e-01,-6.602339084807225256e-02,1.300000000000000000e+01
1.000000000000000000e+00,-3.574078775562864463e-01,-2.796611732860955213e-01,-1.907379762887825292e-01,1.200000000000000000e+01
2.000000000000000000e+00,-3.823626198097440643e-01,-1.590786024588447811e-01,-1.249371039825815100e-01,6.000000000000000000e+00
3.000000000000000000e+00,-3.549544722591713719e-01,-4.239651803308889799e-01,-1.027086995659466095e-01,1.200000000000000000e+01
4.000000000000000000e+00,5.918121392062212216e-01,5.824928260336166286e-01,-9.048436912537384524e-02,7.000000000000000000e+00
5.000000000000000000e+00,6.182972206747917587e-01,-5.251914943856614282e-02,-1.487119952375200449e-01,8.000000000000000000e+00
6.000000000000000000e+00,-4.051636232277689431e-01,5.726161379704190063e-02,-2.560159971559298753e-01,5.000000000000000000e+00
7.000000000000000000e+00,5.719781495483345912e-01,2.314137891028812122e-01,-8.657099133165038762e-02,1.000000000000000000e+01
8.000000000000000000e+00,-3.678363266615902183e-01,-3.265990220335574512e-01,-6.405633381932572534e-02,7.000000000000000000e+00
9.000000000000000000e+00,-3.937245855234091096e-01,-3.707972443280274644e-02,-2.260189215354984349e-01,5.000000000000000000e+00
1.000000000000000000e+01,5.044549021321965698e-01,1.080610047268399487e+00,-2.142777041692656426e-01,1.000000000000000000e+00
1.100000000000000000e+01,-3.252378834798076990e-01,-4.387180240615163873e-01,-1.318791062649644352e-01,8.000000000000000000e+00
1.200000000000000000e+01,-3.245774463981751512e-01,1.401389343962450851e-01,-2.752214106465859511e-01,1.200000000000000000e+01
1.300000000000000000e+01,5.775353319137457309e-01,1.747377399458536762e-01,-3.914771234186117943e-02,0.000000000000000000e+00
1.400000000000000000e+01,-3.753104810624295351e-01,-2.109723494830803292e-01,-2.106895488595042498e-01,3.000000000000000000e+00
1.500000000000000000e+01,-4.607167716695858006e-01,1.033651826878574598e+00,-2.982717589749817599e-01,1.000000000000000000e+00
1.600000000000000000e+01,6.271177471232638467e-01,-1.499036163792617227e-01,-9.819519137144139265e-02,9.000000000000000000e+00
1.700000000000000000e+01,6.391470333233414403e-01,-3.601390180258987050e-01,3.361284080282884047e-03,2.000000000000000000e+00
1.800000000000000000e+01,-5.607842607800350709e-01,4.802218751695327414e-01,8.340392373271625637e-01,1.300000000000000000e+01
1.900000000000000000e+01,-3.636175636084917340e-01,-3.766896780818376200e-01,-6.823176236886702162e-02,9.000000000000000000e+00
2.000000000000000000e+01,6.110238041275496412e-01,-1.030119503105994538e-01,-7.347385690065752484e-02,1.000000000000000000e+01
2.100000000000000000e+01,-3.750410427827966520e-01,-2.489192316010167827e-01,-9.981646485777294353e-02,9.000000000000000000e+00
2.200000000000000000e+01,-3.604246149816541234e-01,-2.845801797699712421e-01,-2.267227967319155324e-01,1.200000000000000000e+01
2.300000000000000000e+01,-3.554758627268469473e-01,-3.776291860902014630e-01,-1.275373250401199976e-01,4.000000000000000000e+00
2.400000000000000000e+01,-3.229298342136682765e-01,-5.691176111824887141e-01,-5.544596409841474199e-02,6.000000000000000000e+00
2.500000000000000000e+01,-5.078976104328364327e-01,5.188598845829109005e-03,7.867136252859031620e-01,2.000000000000000000e+00
2.600000000000000000e+01,4.404044032492663852e-01,1.335105469390177158e+00,7.362560194030403071e-01,1.000000000000000000e+00
2.700000000000000000e+01,6.172149980722471119e-01,-2.036527249117102145e-01,4.693174664199473156e-02,1.100000000000000000e+01
2.800000000000000000e+01,-3.509646854904984181e-01,-3.705863460618917804e-01,-1.561621995310550071e-01,8.000000000000000000e+00
2.900000000000000000e+01,-4.086897112427561596e-01,4.277719082811541618e-02,-4.832945132166430180e-02,0.000000000000000000e+00
3.000000000000000000e+01,5.887282514759911711e-01,5.314055910712251612e-02,1.427888610187950935e-02,0.000000000000000000e+00
3.100000000000000000e+01,-4.954106747228442242e-01,9.869595477610111356e-01,-3.124789292795733808e-01,1.000000000000000000e+00
3.200000000000000000e+01,6.128028545510272318e-01,-2.020438319525777460e-01,3.905274386313879048e-02,1.100000000000000000e+01
3.300000000000000000e+01,-3.708144892739919096e-01,-2.593479105208514324e-01,-6.172682489241235887e-02,1.300000000000000000e+01
3.400000000000000000e+01,4.093796875895832632e-01,1.540725413763385010e+00,7.041189046476177271e-01,1.000000000000000000e+00
3.500000000000000000e+01,-3.299748352360253323e-01,-5.273653767651224067e-01,-3.073683174605865848e-02,6.000000000000000000e+00
3.600000000000000000e+01,6.019471543180575646e-01,7.905020161543007129e-01,-9.654619917681232788e-02,7.000000000000000000e+00
3.700000000000000000e+01,-3.906571306232235474e-01,-9.372849906639413309e-02,-1.275718135382402640e-01,1.100000000000000000e+01
3.800000000000000000e+01,-3.473581245926783967e-01,-4.078918002726419911e-01,-1.700535364334739563e-01,8.000000000000000000e+00
3.900000000000000000e+01,-3.587368678496660745e-01,-1.585197331787630004e-01,-7.556840391661960588e-02,0.000000000000000000e+00
4.000000000000000000e+01,5.912532440566594660e-01,4.910113320032668573e-03,-7.327391223984189295e-02,6.000000000000000000e+00
4.100000000000000000e+01,6.114222504899927690e-01,-2.192752131404537286e-01,7.083308126573770180e-02,1.100000000000000000e+01
4.200000000000000000e+01,-3.616268030077072759e-01,-3.349202070635439732e-01,-1.745017097243545534e-01,1.200000000000000000e+01
4.300000000000000000e+01,6.370234797530247572e-01,-3.753234841309356917e-01,5.676322064845809590e-02,3.000000000000000000e+00
4.400000000000000000e+01,6.097926714810886217e-01,5.263292739240233997e-01,-5.670951513857516724e-02,7.000000000000000000e+00
4.500000000000000000e+01,-3.485970941292889091e-01,-4.765143049705737877e-01,-1.864031827512454068e-02,4.000000000000000000e+00
4.600000000000000000e+01,-3.736158340626699603e-01,-2.597243449736845733e-01,-1.610110349900780724e-01,2.000000000000000000e+00
4.700000000000000000e+01,6.198282727808710479e-01,-1.597586054667369249e-01,-2.543940204068721039e-02,7.000000000000000000e+00
4.800000000000000000e+01,-3.553038944904449714e-01,-3.860768168198809858e-01,-1.546233732657331383e-01,8.000000000000000000e+00
4.900000000000000000e+01,-3.272508776151008547e-01,-1.545985040676812194e-01,-1.652016813305344223e-01,8.000000000000000000e+00
5.000000000000000000e+01,-4.851836258699626647e-01,-1.629411848499954796e-01,8.041655403242599087e-01,2.000000000000000000e+00
5.100000000000000000e+01,-3.922714361690191054e-01,2.304237923974485625e-01,-2.368319523454690545e-01,6.000000000000000000e+00
5.200000000000000000e+01,5.059897346695727549e-01,1.325380700372290166e+00,-2.484094537324885443e-01,1.000000000000000000e+00
5.300000000000000000e+01,6.289842714426113757e-01,-3.315372590066575920e-01,3.611475016248071740e-03,1.200000000000000000e+01
5.400000000000000000e+01,5.691275928597837597e-01,4.313270748806224963e-01,-1.004316352000050594e-01,1.000000000000000000e+01
5.500000000000000000e+01,-5.535923331648173740e-01,1.297722155991136939e+00,6.381239185071914122e-01,7.000000000000000000e+00
5.600000000000000000e+01,-3.518770293532548221e-01,-4.672834616783299588e-01,-5.391503652480555270e-02,2.000000000000000000e+00
5.700000000000000000e+01,-4.142449339915107998e-01,1.017091273115327127e-01,-1.540344983861362260e-01,2.000000000000000000e+00
5.800000000000000000e+01,6.053018809689562074e-01,-6.444275063439106055e-02,-7.160664073355701466e-03,3.000000000000000000e+00
5.900000000000000000e+01,-4.506368780702683652e-01,1.341913107452725962e+00,-3.122762700995913576e-01,1.000000000000000000e+00
6.000000000000000000e+01,5.237529861271965625e-01,9.046997880907665657e-01,-1.544843293309336452e-01,7.000000000000000000e+00
6.100000000000000000e+01,6.431515776270818607e-01,-2.618331689523802353e-01,-1.217160071978295177e-01,1.200000000000000000e+01
6.200000000000000000e+01,-3.709376555770504402e-01,-2.665957990299929192e-01,-1.821584244093768512e-01,3.000000000000000000e+00
6.300000000000000000e+01,-3.992698274193860475e-01,8.536204307050734158e-03,-2.051404332828598576e-01,3.000000000000000000e+00
6.400000000000000000e+01,-5.492996927159040643e-01,3.791199474753322862e-01,8.567541480841113222e-01,0.000000000000000000e+00
6.500000000000000000e+01,-3.782072043491078728e-01,3.941593596849800041e-01,-1.700926127219666850e-01,7.000000000000000000e+00
6.600000000000000000e+01,6.030314184592587834e-01,-1.054273187959126057e-01,1.283112918409581166e-02,1.100000000000000000e+01
6.700000000000000000e+01,-3.532250364816490462e-01,-4.566552744917929951e-01,-7.644993941610199462e-02,2.000000000000000000e+00
